Gap Name	Opp Segment	Opportunity	Deal Motion	Product Line	Product Area	Product Capability	Severity Score	Severity	Is Industry Gap	Is International Gap	Created By	Created Date	CI Notes Header	ACV Bin	Opportunity Stage 	Brainstorm	CI Notes	Opp Close Date	Functionality Requirement	Headliner Feature	Gap ID	Industry Specific Gap Detail	Available Capability	Pain point(s)	Proposed Solution	Country Specific Gap Detail	Opp Pipeline Stage	Gap Summary	Type of Gap	Gap Status	Opp ID	Acct Super Industry	# Gaps
PG-00006961	North America	Lithia - CE, MSG	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Candidates and Prospects	4	Requires a 3rd Party Partner or Custom Solution (4)	Yes	No	Amanda Rubalcaba	05/30/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			14/07/2026	Need to bring in 5+ years of history on prospects via notes into WD Rec.	Prospect notes through EIB	aTEVT0000000zQ54AI	Customer is tracking management and sales leadership prospects today in Salesforce and wants to bring them in to WD Rec as prospects along with 5 years of detailed notes in SF on these leads. Today we can bring these prospects in but not the notes (EIB).	Representative Capability is not in list	Loss of detailed notes across the hiring team that are highly referenced as part of talent nuturing at Lithia.	Exploring Extend and other options.		31- Closed/Lost to Do Nothing	"Lithia is exploring HS AIRC and wants to bring in 5+ years of prospects that are in Salesforce today where they are doing their sourcing for leadership and sales management positions. They are looking to solve sourcing and lead discovery and do this with HS but very important to the team is the ability to see existing notes on their prospects and bring them into the prospect record in Workday Rec. 

As part of my research I found that we cannot directly add prospect notes using the EIB. The EIB is designed to add or update candidate and prospect data, but it does not support the inclusion of notes as part of the data entry process. If you need to include notes for a prospect, you would have to do so through a different method outside of the EIB functionality. Team is looking at Extend for this but this is a huge gap for them in 1) adopting HS and then 2) uptaking CE and MSG."	Feature	Open	006VT00000QACwzYAH	Retail	1
PG-00006929	North America	Healthcare IT Leaders - LDP: HCM, CCB, BEN, HLP, LRN, GPC, REC, MSG, TLO, TT, AM, EXP, CLM	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidate Job Application Flow;Job Application Process	3	Risk of Removal of SKU from Deal (3)	Yes	No	Martin Esqueda	05/29/2025	CI Notes	ACV 0(K) to 300(K)	Do Nothing		Bullhorn supports ATS for staffing.	08/05/2026	placements, commissions etc.	ATS for staffing firms. Placements are not supported in WD ATS.	aTEVT0000000yaT4AQ	ATS for staffing		TA for staffing firms.	Keep current process in SF.		31- Closed/Lost to Do Nothing		Business Process	Open	006VT00000ML5pdYAD	Professional & Business Services	1
PG-00006889	North America	Conservation- LDP:HCM,HLP,EMPVCE,CCB,BEN,USP,LRN,CCLRN,GPC,REC,ACM,TLO,GM,FIN,PLNF,PRA,PRJT,TT,AM,PRO, SRCEXP #AWSMP	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidates and Prospects	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Roger Cox	05/28/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			31/10/2025	A way to easily move from one candidate resume and easy disposition to the next	Lack of Resume Carousel for expedited candidate review	aTEVT0000000xXx4AI	 		You have to go in and out of records vs 1 record to the next			9- Closed/Won		Feature	Open	006VT00000FU8KTYA1	Non-Profit	1
PG-00006878	US Federal	World Bank HCM - CHCM,REC,PRA	Prospect - Land with Core	Talent Management	Talent Acquisition	Agencies;Background Checks and References;Browse Jobs;Candidate Job Application Flow;Candidates and Prospects;Career Sites;Communications and Notifications;Compliance and Data Privacy;Diversity; Equity and Inclusion;Gen AI on Job Requisitions;Interviews;Job Application Process;Job Postings;Job Requisitions;Mass Action Capabilities;Offers and Employment Agreements;Referrals;Screening and Assessments;Update Talent Profile from Internal Job Application	1	Significantly Contributed to Deal Loss (1)	Yes	No	Jay Leach	05/28/2025	CI Notes	ACV 500(K) to 5000(K)	Do Nothing		SAP and Oracle will sell standalone Recruiting systems to the Federal Government	05/12/2025	Sell Workday Recruiting (with Core HCM Features) to the Federal Government.  This has been analyzed in the past.	Sell Workday Recruiting (with Core HCM Features) to the Federal Government	aTEVT0000000xGD4AY	The Federal Government buys Talent Modules separately without replacing their Core HCM system of record.		Prevents us from competing in opportunities such as this one.	Create a Recruiting SKU with HCM features that work with an existing Core HCM system of record.		31- Closed/Lost to Do Nothing		Feature	Open	0064X00002KM6Q9QAL	Federal / National Government	1
PG-00006867	North America	City of Concord NC- Full Platform - Launch	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidate Job Application Flow;Job Application Process	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Katie Forsman	05/27/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			07/10/2025	The ability to have OCR for the candidate uploading their resume and other documents like certifications, etc.	OCR for Resumes and other candidate documents	aTEVT0000000wyT4AQ	 	Capability selected but additional capability not listed	From the candidate perspective, resume parsing is the only option. It works but also has it's limits (doesn't work well with highly formatted/graphics on the doc). From a recruiter perspective, if needing to upload resumes from an event, etc. it's a manual process to create the prospect. Candidate documents are all placed in one document category. Certifications, transcripts, etc. are entered but don't flow into the worker record under the correct document category.	Resume parsing.		9- Closed/Won	This was a script requirement.	Feature	Open	0064X00002GXyWxQAL	Public Sector	1
PG-00006859	North America	Pacific Life - HiredScore,TLOA, CE,CEXP	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Career Sites	5	Acceptable to Customer, Planned for Future Release/Roadmap (5)	No	No	Patrick Calleo	05/27/2025	No CI Notes	ACV 300(K) to 500(K)	Lost			12/12/2025	Remove inactive career sites from the drop down list for recruiters when they are posting jobs	Inactive career sites still remain for recruiters to post to.	aTEVT0000000wlZ4AQ	 		Have to (DNU) sites	Remove inactive career sites from the drop down list for recruiters when they are posting jobs		30- Closed/Lost to Competition	Potential roadmap candidate but no word from product since 2018	Feature	Open	006VT00000QEy5NYAT	Financial Services	1
PG-00006821	North America	Kraft Heinz - WSP+, XTND Ess: Company Split/SSR	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Interviews	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Kelly Brown	05/22/2025	CI Notes	ACV 500(K) to 5000(K)	Won		Today Workday has an integration with Paradox.  HiredScore had an integration with Paradox, previously, but we have removed the feature and it prevents the hiring manager to be in one UX because they have to go into Workday.	31/12/2025	Customer said it more than one.  They don't care if it's Workday or HiredScore, they want the hiring manager to have ONE place to go for everything.	Paradox accessibility removed from HiredScore.	aTEVT0000000vmH4AQ	 		Multiple UIs is not want they want.	None.		9- Closed/Won		Feature	Open	0064X00002Jg8d5QAB	Manufacturing	1
PG-00006803	North America	SoFi +REC, MSG (ATS)	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Career Sites	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Jason Beck	05/22/2025	No CI Notes	ACV 0(K) to 300(K)	Lost			23/01/2026	SoFi is looking for a delivered chatbot to support the candidate experience allowing candidates to ask questions and get answers related to the application process.	Career Site Chatbot	aTEVT0000000vJF4AY	 		Simplifying the candidate experience and removing need to purchase 3rd party solution.			30- Closed/Lost to Competition		Feature	Open	006VT00000DqxZPYAZ	Financial Services	1
PG-00006799	North America	Danaher - Talent Management (CE, JRNYS, TLOA)	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Career Sites	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Jacob Schur	05/22/2025	No CI Notes	ACV 300(K) to 500(K)	Open			29/06/2026	"Career site filter needs to be available for ""brands"" or companies within a larger conglomerate. Companies like VF Brands or MGM are customer examples that don't have filters by their individual brands."	Brand or OpCo filter on Career Site	aTEVT0000000vCn4AI	 		Candidates cannot easily filter by OpCos or Brands	Allow for configurable filters on Career Sites. Maybe the Find Jobs Custom Report can allow customers to do a work-around.		4- Pre-Close		Feature	Open	0064X00002UfXeqQAF	Manufacturing	1
PG-00006775	EMEA	Digital Virgo - CORE HR + GPC + TT + ABS + ACM + WFP	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Career Sites	5	Acceptable to Customer, Planned for Future Release/Roadmap (5)	No	Yes	Melodie Leba	05/22/2025	No CI Notes	ACV 0(K) to 300(K)	Won			31/10/2025	The customer asked for the possibility of creating different career sites for different populations and countries, as needs are not the same and employees can be frustrated by seeing offers from other countries without being able to qualify;	Internal Career Site	aTEVT0000000ua54AA	 		lack of flexibility regarding the visibility of job reqs that may or may not be open to the international market.	add an option at the time of internal publication of the offer to determine whether publication is restricted to one country, for example, or open to all		9- Closed/Won		Security	Open	0064X00002GWrILQA1	Financial Services	1
PG-00006716	North America	DocuSign - Add Ons to renewal	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Communications and Notifications	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Kelly Buckley	05/20/2025	No CI Notes	ACV 300(K) to 500(K)	Lost			05/03/2026	"Recruiter could select ""now, 1 day, 2 days, 1 week"" for example when a candidate would be notified of their disposition (rather than have this in the business process and done automatically)."	Ability for recruiters to decide when dispositioning a candidate when that communication or notification can go to them.	aTEVT0000000t2v4AA	 		Allowing for more control and flexibility for recruiters.			30- Closed/Lost to Competition		Feature	Open	006VT00000RidpKYAR	Technology & Media	1
PG-00006680	North America	Textron- cHCM, USP, REC, TLO, Help, Prism, MSG	Prospect - Land with Core	Talent Management	Talent Acquisition	Job Application Process	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Sarah Lynn Bowen	05/20/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			20/11/2026	The inability to for the candidate to update job applications means that a recruiter has to go in and manually adjust it which requires additional manual work and discourages candidates who may have just made an error.	Inability to update job application after submission	aTEVT0000000s6r4AA	 		Applicant drop off	Recruiter manually updates.		4- Pre-Close		Feature	Open	0064X000027FH6dQAG	Manufacturing	1
PG-00006625	North America	OLG - LDP AIRC, CE, MSG	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Interviews;Screening and Assessments	1	Significantly Contributed to Deal Loss (1)	No	No	Kamal Gadzhialiev	05/16/2025	CI Notes	ACV 0(K) to 300(K)	Do Nothing		Other vendors allow recruiters or interviewers to include questions to candidates directly from the interview feedback form	27/03/2026	Interviewers or recruiters should be able to send questions to the candidate from the same place they submit interview feedback—without needing to switch tools.	Enable feedback forms to include a section where interviewers can trigger questions to be sent to the candidate.	aTEVT0000000qg94AA	 		Right now, communication with candidates happens outside of the system (via email or manual notes). This makes the process inconsistent and harder to track.	Add a feature that allows interviewers to select and send predefined or custom questions to candidates directly from the feedback form. Include tracking to show if and when the candidate responds.		31- Closed/Lost to Do Nothing		Feature	Open	006VT00000Ns7gpYAB	Non-Profit	1
PG-00006591	APAC	Samsung Electronics Co., Ltd.-FY26-Q2-ARO-TBD-Expansion (Addtl EEs)	Core - Subscription Uplift	Talent Management	Talent Acquisition		3	Risk of Deal Loss (3)	No	Yes	Seonggyun You	05/16/2025	No CI Notes	ACV 300(K) to 500(K)	Won			07/07/2025	This functionality, 'Open recruitment for new employees into specific job families,' is necessary because companies often hire new employees without pre-defining their specific job roles. This feature allows for more targeted recruitment, assigning new hires to specific job families from the beginning	Open recruitment for new employees into specific job families	aTEVT0000000pnJ4AQ	 		This functionality, 'Open recruitment for new employees into specific job families,' is necessary because companies often hire new employees without pre-defining their specific job roles. This feature allows for more targeted recruitment, assigning new hires to specific job families from the beginning			9- Closed/Won			Open	0064X00002SI9k1QAD	Technology & Media	1
PG-00006590	APAC	Samsung Electronics Co., Ltd.-FY26-Q2-ARO-TBD-Expansion (Addtl EEs)	Core - Subscription Uplift	Talent Management	Talent Acquisition		3	Risk of Deal Loss (3)	No	No	Seonggyun You	05/16/2025	No CI Notes	ACV 300(K) to 500(K)	Won			07/07/2025	"1. Manage Interviewers and Form Panels: Allow users to create profiles for individual interviewers and then group them into ""interviewer panels.""
2. Manage Candidates and Form Groups: Allow users to create profiles for individual candidates and then group them into ""candidate groups.""
3. Set Up & Schedule Many-to-Many Interviews: Enable users to plan and manage interview sessions by assigning specific ""interviewer panels"" to specific ""candidate groups"" for a many-to-many interview format."	Organizing interview panels and candidate groups for many-to-many interviews.	aTEVT0000000plh4AA	 		"1. Manage Interviewers and Form Panels: Allow users to create profiles for individual interviewers and then group them into ""interviewer panels.""
2. Manage Candidates and Form Groups: Allow users to create profiles for individual candidates and then group them into ""candidate groups.""
3. Set Up & Schedule Many-to-Many Interviews: Enable users to plan and manage interview sessions by assigning specific ""interviewer panels"" to specific ""candidate groups"" for a many-to-many interview format."			9- Closed/Won			Open	0064X00002SI9k1QAD	Technology & Media	1
PG-00006587	APAC	Samsung Electronics Co., Ltd.-FY26-Q2-ARO-TBD-Expansion (Addtl EEs)	Core - Subscription Uplift	Talent Management	Talent Acquisition		3	Risk of Deal Loss (3)	No	No	Seonggyun You	05/16/2025	No CI Notes	ACV 300(K) to 500(K)	Won			07/07/2025	"① The page where candidates agree to the terms and conditions should come as the first step for job application in Korea. 
	② Improve functions to allow recruitment sites to register multiple sets of terms and conditions per country."	External Recruitment Site’s Terms & Conditions	aTEVT0000000pgr4AA	 		"As of now, an external career site is allowed to register only one set of terms and conditions per country. 
	However, the site shall get respective consent to the collection and use of personal information and the use of service under the Korean regulations.
	The consent shall be submitted by candidates before their personal information is saved on the system. 
	But, Workday currently has this stage for the last step of job application on external recruitment sites.

Legal issues related to personal information can result in significant damages, making it difficult to find alternative solutions. 
	In fact, this issue has caused some cases where customers claimed to cancel their purchases of the recruitment module."			9- Closed/Won			Open	0064X00002SI9k1QAD	Technology & Media	1
PG-00006556	North America	Rightsline - HCM + Pay	Prospect - Land with Core	Talent Management	Talent Acquisition	Interviews	3	Risk of Deal Loss (3)	No	No	Peter Vaughan-Vail	05/15/2025	No CI Notes	ACV 0(K) to 300(K)	Lost			10/07/2025	Create a better flow in Interview Scheduling leading the user to click the correct button.	During the Interview Scheduling business process, the wrong button is highlighted as Primary, leading to confusion	aTEVT0000000ouT4AQ	 		This lead to confusion in the Demonstration as the prospect noticed the highlighted button.	Designate the Next button as Primary, rather than the Schedule button, which will turn in Blue/Orange/whatever and lead the user to the correct button to click to schedule the interview.		30- Closed/Lost to Competition	See screenshot at https://drive.google.com/file/d/1-Xg3kGNb3n3JGf9oLoMpq98mBy89v8jw/view?usp=sharing	Feature	Open	006VT00000PQjj3YAD	Technology & Media	1
PG-00006545	North America	Express Wash Concepts - LDP HCM, LDP USP, LDP TT, LDP TLO, LDP REC, LDP BEN, LDP CCB, LDP LRN, LDP FPLN, LDP ASM	Prospect - Land with Core	Talent Management	Talent Acquisition	Screening and Assessments	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Avery Hall	05/14/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			13/06/2025	Prospect would like Workday native capability for recorded screening assessments in the recruiting process. They understand partners are available but would prefer the functionality be in Workday natively.	Interview Screening and Assessment tool in Workday	aTEVT0000000ocj4AA	 		Without this functionality, prospect will be forced to enter into an additional agreement with an assessment specific vendor, adding to the cost to move to Workday Recruiting.			9- Closed/Won		Feature	Open	006VT00000PZr34YAD	Professional & Business Services	1
PG-00006482	North America	Express Wash Concepts - LDP HCM, LDP USP, LDP TT, LDP TLO, LDP REC, LDP BEN, LDP CCB, LDP LRN, LDP FPLN, LDP ASM	Prospect - Land with Core	Talent Management	Talent Acquisition	Interviews	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Katherine Swain	05/13/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			13/06/2025	ability to screen candidates with a video response required without human intervention to reduce candidate pipeline	ability to screen candidates with a video response required without human intervention to reduce candidate pipeline	aTEVT0000000mz74AA	 		want to remove need for humans to do video screening	partnership - ex HireView		9- Closed/Won		Feature	Open	006VT00000PZr34YAD	Professional & Business Services	1
PG-00006463	North America	Kayak_REC	Core Customer - Expand with Other	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Chris Durigg	05/13/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			21/11/2025	Allow for all details from interview including zoom link to be sent to candidate via email.  Also, enhance schedule process for candidate so don't need another vendor.	Enhance Interview Scheduling Process	aTEVT0000000mUT4AY	 		Do not like clunkiness to have to copy and paste zoom link info to send to candidate manually. Realize on candidate home but to be able to send via SMS or message automatically not have to do manually.  Also, don't want to use another vendor to make process better.  We say one system but need to have a separate system to manage interview scheduling.			31- Closed/Lost to Do Nothing			Open	006VT00000O8GHvYAN	Technology & Media	1
PG-00006461	North America	Kayak_REC	Core Customer - Expand with Other	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Chris Durigg	05/13/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			21/11/2025	Customer was wondering why there are no notifications delivered via Slack for Recruiting.  Was hoping greater functionality to meet managers where they are.	Enable Slack Notifications for Recruiting	aTEVT0000000mRF4AY	 		Limited functionality for Recruiting in regards to Workday Everywhere.			31- Closed/Lost to Do Nothing			Open	006VT00000O8GHvYAN	Technology & Media	1
PG-00006443	North America	Buckner International - HCM Accelerate Essentials + Recruiting, Enable Learning and Employee Experience	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidates and Prospects	3	Risk of Removal of SKU from Deal (3)	No	No	Roger Cox	05/12/2025	No CI Notes	ACV 300(K) to 500(K)	Lost			19/02/2026	Easy way to transition from one resume to the next and status candidate	Lack of resume carousel	aTEVT0000000lyD4AQ	 		too many clicks to go from one to another	A single view with resume and candidate actions all active in same window including the ability to use the up/down arrow to move from one candidate to the next		30- Closed/Lost to Competition		Feature	Open	0064X00002SGtY5QAL	Non-Profit	1
PG-00006415	North America	Travelers - AIRC & AITM	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Candidates and Prospects;Job Requisitions	3	Risk of Deal Loss (3)	No	No	Ari Warsager	05/09/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			30/01/2026	When filtering a candidate grid, you are returned to an unfiltered grid every time, customer would like the filter to be persistent.	Candidate Grid Performance	aTEVT0000000lF34AI	 		You are taken back to the candidate grid unfiltered when it should be filtered from your previous selection (Job req with 500+ candidates) This gap is a result of a closed case that had no resolution. Case 1696723 - Closed and unresolved	Persistence to the filtered candidate grid		9- Closed/Won		Feature	Open	006VT00000R9ntBYAR	Financial Services	1
PG-00006414	North America	Travelers - AIRC & AITM	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition		3	Risk of Deal Loss (3)	No	No	Ari Warsager	05/09/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			30/01/2026	Ability to have a candidate grid with over 500 candidates that is not slow to load.	Candidate Grid Performance	aTEVT0000000lDR4AY	 		Customer states that candidate grid performance is very slow to load and scroll through when there are more than 500 candidates on a requisition and it takes recruiters a long time to be able to navigate through the stack as a result.			9- Closed/Won		Feature	Open	006VT00000R9ntBYAR	Financial Services	1
PG-00006337	North America	GE Precision Healthcare LLC - HiredScore, CE, TLOA, Paradox for (LRN and PLN Swap)	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition		4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Lynne Allen	05/07/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			24/04/2026	Would like Chatbot.  As well, need to gather candidate availability for interviews and provide a more efficient experience for scheduling interviews.	Client is looking for Chatbot Functionality and a better interview experience for recruiters and candidates.	aTEVT0000000jDF4AY	 	Representative Capability is not in list	Current find it hard to organize and schedule interviews.  Looking for a more efficient way to accomplish this.	Brought in Paradox as a partner		6- Negotiate			Open	0064X00002SGCicQAH	Manufacturing	1
PG-00006329	North America	GE Precision Healthcare - Candidate Engagement, TLOA, Journeys	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Interviews	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Lynne Allen	05/06/2025	No CI Notes	ACV 0(K) to 300(K)	34- Merged Opportunity			15/10/2025	Would like Chatbot.  As well, need to gather candidate availability for interviews and provide a more efficient experience for scheduling interviews.	Client is looking for Chatbot Functionality and a better interview experience for recruiters and candidates.	aTEVT0000000j0L4AQ	 	Capability selected but additional capability not listed	Current find it hard to organize and schedule interviews.  Looking for a more efficient way to accomplish this.	Brought in Paradox to help us.		34- Merged Opportunity		Feature	Open	0064X00002SFvCTQA1	Manufacturing	1
PG-00006326	North America	Kraft Heinz - CE & HS Recruiting Agent	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition		4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Lynne Allen	05/06/2025	No CI Notes	ACV 500(K) to 5000(K)	34- Merged Opportunity			24/10/2025	Chat Bot and a Better Interview Experience	Looking for Chat functionality and a better interview experience including ability to gather candidate availability	aTEVT0000000ivV4AQ	 		Candidate is looking for an easier experience for external candidates to prevent candidate drop off.  As well, candidate is frustrated with overall interview experience within Workday.	Brought in Paradox to help with the gaps.		34- Merged Opportunity		Feature	Open	006VT00000OkcxJYAR	Manufacturing	1
PG-00006144	North America	Husky Terminal - LPDHCM, PAY, LPDREC	Prospect - Land with Core	Talent Management	Talent Acquisition	Screening and Assessments	1	Significantly Contributed to Deal Loss (1)	No	No	Brian Nguyen	04/30/2025	No CI Notes	ACV 0(K) to 300(K)	Lost			18/07/2025	AI and ML functionality to parse through and categorize candidates based on skills, qualifications etc. that is not the recruiting agent (hiredscore)	No Real way for recruiters in SMB to use AI to parse through resumes and candidates.	aTEVT0000000eBx4AI	 	Capability selected but additional capability not listed	the customer needed to see AI in recruiting and wasn't happy when they found out the recruiting agent (hiredscore) was not well positioned for the SMB market. They also were not happy about skills matching being sunsetted as part of the motion towards consolidation of the product.	keeping skills candidate match as part of AI or ML embedded into the product as its a way for the SMB market to keep on utilizing AI at a reasonable cost.		30- Closed/Lost to Competition		Feature	Open	006VT00000OsMIhYAN	Transportation	1
PG-00006116	North America	Twilio - (Add-on) MSG, REC, CAN Pay, Ext Pro	Core Customer - Expand with Other	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Camille Lusher	04/29/2025	No CI Notes	ACV 300(K) to 500(K)	Won			03/07/2025	Customer looking for update on social apply as the experience for candidates is not where they want it to be	Social Apply	aTEVT0000000dSn4AI	 		clunky candidate experience			9- Closed/Won			Open	006VT00000MLX4LYAX	Technology & Media	1
PG-00006094	North America	Basis Global Technologies, Inc. - LDP: REC, HS, CE, MSG	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Interviews	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Jake McCurdy	04/29/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			30/01/2026	Would like candidate to be able to download an .ics file to easily add the interview to their personal calendar. Or select a download option from a drop-down list (e.g. save to Google Cal, save to iCal, etc.)	Provide calendar invite to candidate	aTEVT0000000cuv4AA	 		More friction for candidate and easier for them to forget about their upcoming interview.	Ability for candidate to download a calendar invite from the Scheduled Events section within Candidate Home.		31- Closed/Lost to Do Nothing		Feature	Open	0064X00002SGiIkQAL	Professional & Business Services	1
PG-00006055	North America	WBD - HiredScore Fast Start	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Career Sites	3	Risk of Deal Loss (3)	No	No	Crosby Matthews	04/28/2025	No CI Notes	ACV 500(K) to 5000(K)	Closed			25/02/2027	WBD would like to be able to control font, look/feel of career site in its entirety.	Workday's career site offering does not allow the customer to meet marketing brand standards for facing Digital assets.	aTEVT0000000bu14AA	 		WDB is a media company, and as such, are highly sensitive to marketing strategy and assets	Allow Workday career site to be more flexible.		50- Closed/Historical Data Only		Feature	Open	0064X00002SGve6QAD	Technology & Media	1
PG-00006054	North America	Teleperformance - CE & MSG	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Offers and Employment Agreements	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Kelly Buckley	04/27/2025	No CI Notes	ACV 0(K) to 300(K)	Closed			23/01/2026	High volume recruiting customer who wants the ability to create mass offer letters	Ability to create offer letters en masse	aTEVT0000000bsP4AQ	 		Manual work of creating offer letters	Possibly Extend?		40- Reject Pre-Qualified		Feature	Open	006VT00000QA4jKYAT	Professional & Business Services	1
PG-00005961	North America	Lattice Semiconductor - LRN, MCNF, REC, HLP, JRNY, CCLRN	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Communications and Notifications	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Ian Thorley	04/18/2025	No CI Notes	ACV 0(K) to 300(K)	Won			31/10/2025	"The customer would like the option to make some notes ""internal only"" and only visible to recruiters rather than making all notes automatically visible to anyone who can access the req."	Requisition Notes	aTEVT0000000ZSP4A2	 		Without this functionality, recruiters might need to keep separate notes outside of Workday if they have items they don't want to share with hiring managers.	Create an option for recruiters or hiring managers to put notes on a req that would be for personal use only.		9- Closed/Won		Feature	Open	006VT00000Nt3ODYAZ	Manufacturing	1
PG-00005915	North America	Wieden & Kennedy - REC, WFP	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Offers and Employment Agreements	4	Requires a 3rd Party Partner or Custom Solution (4)	Yes	No	Jake McCurdy	04/15/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			23/07/2025	Workday Docs doesn't offer sufficient customization to achieve desired level of branding.	Insufficient Formatting Capabilities for Offer Letters	aTEVT0000000YGD4A2	Ad agency - gap applies to industries hyper-focused on branding and aesthetics		Offer letters cannot be formatted in a way that aligns with the branding/aesthetic standards of the organization	Use a third-party document creation tool or create offer letters outside of Workday		31- Closed/Lost to Do Nothing		Feature	Open	0064X00002P5q02QAB	Professional & Business Services	1
PG-00005880	North America	Worldpay - CE, MSG	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Career Sites	3	Risk of Deal Loss (3)	No	No	Matt Jeffers	04/14/2025	CI Notes	ACV 0(K) to 300(K)	34- Merged Opportunity		3rd party CRMs and ATS competition have more marketable career sites that are more aesthetically pleasing	27/03/2026	3rd party CRMs and ATS competition have more marketable career sites that are more aesthetically pleasing	Workday Career Site is Outdated	aTEVT0000000XLl4AM	 		Presumed poor candidate experience if they were to use Workday Career Site. Currently using a custom front-end career site.			34- Merged Opportunity		Feature	Open	006VT00000L8iUPYAZ	Financial Services	1
PG-00005852	APAC	Lotte Confectionery Co., Ltd. - CHCM, TLO, CCTPP, LRN, CCLRN, Peakon	Prospect - Land with Core	Talent Management	Talent Acquisition		4	Requires Significant Manual and/or Costly Workaround (4)	No	Yes	Jungseok Lee	04/11/2025	No CI Notes	ACV 300(K) to 500(K)	Lost			31/03/2023	"Feature for applicants to include a ID photo when they fill out an application

In South Korea, applicants are required to register an ID photo when they fill out an application. This is not a separate resume, but rather a photo. This is natural in Korea because there are no racism issues."	Feature for applicants to include a ID photo when they fill out an application	aTEVT0000000Wcb4AE	 		In South Korea, applicants are required to register an ID photo when they fill out an application. This is not a separate resume, but rather a photo. This is natural in Korea because there are no racism issues.			30- Closed/Lost to Competition		Feature	Open	0064X000027BkdHQAS	Manufacturing	1
PG-00005841	North America	Jackson Walker - LDP: HCM, USP, BEN, CCB, REC, TAL, LRN, TT, ACM, ABS	Non-Core Customer - Expand with Core	Talent Management	Talent Acquisition		4	Requires a 3rd Party Partner or Custom Solution (4)	Yes	No	Martin Esqueda	04/10/2025	CI Notes	ACV 0(K) to 300(K)	Do Nothing		VI Recruit offers this capability.	23/06/2025	"Assign ""work"" that can be tracked by practice leaders"	Work Allocation - Law firm Centric	aTEVT0000000WKr4AM	"Work Allocation Summer Associates - law firm centric use case. Summer associates join firms and are allocated ""matter"" related work by which the firm tracks their utilization and their performance. VI REC offers this capability as a part of their offering"	Representative Capability is not in list	"Assign ""work"" that can be tracked by practice leaders, surface completeness, utilization and can be leveraged to benchmark performance."	n/a		31- Closed/Lost to Do Nothing		Feature	Open	0064X00002SIM6JQAX	Professional & Business Services	1
